ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
Klebsiella pneumoniae OmpK37	3004122	protein homolog model	Resistomes & Variants	23	93.23 - 99.47	YES	NO	Klebsiella pneumoniae; Klebsiella quasipneumoniae	363.00	0.00	363.00	35.42	401.00	144.35	0	0	0	0	N/A	N/A		1077; 1143; 1125; 1125; 1155; 1155; 1155; 1125; 1125; 1125; 1125; 1155; 1155; 1155; 1137; 1125; 1125; 1125; 1125; 1125; 1125; 1125; 1125	General Bacterial Porin with reduced permeability to beta-lactams	monobactam; carbapenem; cephalosporin; penicillin beta-lactam	reduced permeability to antibiotic
OmpA	3005044	protein homolog model	Resistomes & Variants	12	95.72 - 99.73	YES	NO	Klebsiella pneumoniae; Raoultella planticola; Klebsiella oxytoca; Klebsiella michiganensis; Klebsiella quasipneumoniae	196.00	0.00	196.00	34.39	379.00	168.02	0	0	0	0	N/A	N/A		1071; 1071; 1071; 1125; 1083; 1071; 1071; 1071; 1125; 1125; 1125; 1071	General Bacterial Porin with reduced permeability to peptide antibiotics	peptide antibiotic	reduced permeability to antibiotic
TEM-84	3000951	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella pneumoniae	5.00	0.00	5.00	29.11	241.00	164.40	0	0	0	0	N/A	N/A		828	TEM beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
AAC(6')-Ib-cr5	3005115	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella pneumoniae	29.00	0.00	29.00	23.05	121.00	118.55	0	0	0	0	N/A	N/A		525	AAC(6'); AAC(6')-Ib-cr	fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic inactivation
fosA5	3003209	protein homolog model	Resistomes & Variants	4	86.03 - 98.54	YES	NO	Klebsiella pneumoniae	14.00	0.00	14.00	44.67	199.25	102.18	0	0	0	0	N/A	N/A		489; 402; 450; 450	fosfomycin thiol transferase	fluoroquinolone antibiotic; aminoglycoside antibiotic; phosphonic acid antibiotic	antibiotic inactivation
SHV-1	3001059	protein homolog model	Resistomes & Variants	2	99.65 - 100.0	YES	NO	Klebsiella pneumoniae	35.00	0.00	35.00	70.03	641.50	176.35	0	0	0	0	N/A	N/A		945; 861	SHV beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
SHV-11	3001070	protein homolog model	Resistomes & Variants	3	99.65 - 100.0	YES	NO	Klebsiella pneumoniae	25.00	0.00	25.00	56.87	489.67	186.81	0	0	0	0	N/A	N/A		861; 861; 861	SHV beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
AAC(6')-Ib10	3002581	protein homolog model	Resistomes & Variants	2	89.2 - 100.0	NO	NO	Klebsiella pneumoniae; Serratia marcescens	149.00	0.00	149.00	36.85	314.50	177.58	0	0	0	0	N/A	N/A		936; 720	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
SHV-27	3001085	protein homolog model	Resistomes & Variants	1	100.0	YES	NO	Klebsiella pneumoniae	7.00	0.00	7.00	52.96	456.00	168.57	0	0	0	0	N/A	N/A		861	SHV beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
TEM-214	3001391	protein homolog model	Resistomes & Variants	1	100.0	NO	YES	Klebsiella pneumoniae	3.00	0.00	3.00	12.37	118.00	187.67	0	0	0	0	N/A	N/A		954	TEM beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
cmlA5	3002695	protein homolog model	Resistomes & Variants	4	99.0 - 100.0	YES	YES	Klebsiella pneumoniae; Providencia stuartii; Pseudomonas aeruginosa	31.00	0.00	31.00	25.51	402.50	182.59	0	0	0	0	N/A	N/A		1713; 1350; 1386; 1413	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
aadA16	3002616	protein homolog model	Resistomes & Variants	1	98.92	NO	NO	Klebsiella pneumoniae	192.00	0.00	192.00	20.92	209.00	85.39	0	0	0	0	N/A	N/A		999	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
dfrA14	3002859	protein homolog model	Resistomes & Variants	2	97.33 - 99.36	NO	YES	Klebsiella pneumoniae	118.00	0.00	118.00	63.93	482.00	171.52	0	0	0	0	N/A	N/A		531; 825	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
TEM-244	3007453	protein homolog model	Resistomes & Variants	1	97.71	NO	YES	Klebsiella pneumoniae	58.00	0.00	58.00	89.40	1215.00	189.07	0	0	0	0	N/A	N/A		1359	TEM beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
CTX-M-202	3005625	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella pneumoniae	21.00	0.00	21.00	11.36	92.00	88.81	0	0	0	0	N/A	N/A		810	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
OXA-926	3005323	protein homolog model	Resistomes & Variants	1	97.01	NO	YES	Klebsiella michiganensis; Klebsiella pneumoniae	23.00	0.00	23.00	30.88	327.00	152.04	0	0	0	0	N/A	N/A		1059	OXA beta-lactamase	penicillin beta-lactam	antibiotic inactivation
mphA	3000316	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella pneumoniae	3.00	0.00	3.00	5.42	48.00	143.67	0	0	0	0	N/A	N/A		885	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
QnrS10	3004622	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella pneumoniae	58.00	0.00	58.00	100.00	711.00	164.95	0	0	0	0	N/A	N/A		711	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
SHV-28	3001086	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella pneumoniae	23.00	0.00	23.00	34.15	333.00	155.65	0	0	0	0	N/A	N/A		975	SHV beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
dfrA1	3002854	protein homolog model	Resistomes & Variants	1	98.72	NO	NO	Klebsiella pneumoniae	9.00	0.00	9.00	82.32	731.00	181.33	0	0	0	0	N/A	N/A		888	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
aadA15	3002615	protein homolog model	Resistomes & Variants	1	95.44	NO	NO	Klebsiella pneumoniae	1.00	0.00	1.00	14.22	119.00	191.00	0	0	0	0	N/A	N/A		837	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
CME-2	3006155	protein homolog model	Resistomes & Variants	1	93.6	NO	NO	Elizabethkingia miricola	3.00	0.00	3.00	4.70	42.00	48.67	0	0	0	0	N/A	N/A		894	CME beta-lactamase	penicillin beta-lactam	antibiotic inactivation
patA	3000024	protein homolog model	Resistomes & Variants	5	87.77 - 99.11	NO	NO	Streptococcus mitis; Streptococcus pseudopneumoniae; Streptococcus pneumoniae	15.00	0.00	15.00	8.11	138.80	91.42	0	0	0	0	N/A	N/A		1707; 1707; 1707; 1695; 1731	ATP-binding cassette (ABC) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
lsaC	3003112	protein homolog model	Resistomes & Variants	1	99.39	NO	NO	Streptococcus mitis	58.00	0.00	58.00	40.43	598.00	83.81	0	0	0	0	N/A	N/A		1479	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic	antibiotic target protection
APH(3')-IIIa	3002647	protein homolog model	Resistomes & Variants	3	98.86 - 100.0	YES	NO	Staphylococcus pseudintermedius; Streptococcus suis; Streptococcus agalactiae	41.00	0.00	41.00	60.56	567.67	159.48	0	0	0	0	N/A	N/A		1104; 807; 786	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
sdiA	3000826	protein homolog model	Resistomes & Variants	2	96.67 - 98.75	YES	NO	Salmonella enterica	7.00	0.00	7.00	19.84	143.50	110.20	0	0	0	0	N/A	N/A		723; 723	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
MdtK	3001327	protein homolog model	Resistomes & Variants	5	98.52 - 99.58	NO	NO	Salmonella enterica	159.00	0.00	159.00	16.01	266.20	110.31	0	0	0	0	N/A	N/A		1425; 1425; 1527; 1896; 1425	multidrug and toxic compound extrusion (MATE) transporter	fluoroquinolone antibiotic	antibiotic efflux
APH(4)-Ia	3002655	protein homolog model	Resistomes & Variants	1	99.71	NO	NO	Salmonella enterica	2.00	0.00	2.00	23.20	238.00	191.00	0	0	0	0	N/A	N/A		1026	APH(4)	aminoglycoside antibiotic	antibiotic inactivation
AAC(6')-Iy	3002569	protein homolog model	Resistomes & Variants	1	95.86	NO	NO	Salmonella enterica	1.00	0.00	1.00	4.79	21.00	56.00	0	0	0	0	N/A	N/A		438	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
nimA	3007104	protein homolog model	Resistomes & Variants	2	55.9 - 56.52	NO	NO	Faecalibacterium prausnitzii	10.00	0.00	10.00	60.78	299.00	157.30	0	0	0	0	N/A	N/A		492; 492	nitroimidazole reductase	nitroimidazole antibiotic	antibiotic inactivation
catS	3002688	protein homolog model	Resistomes & Variants	1	85.98	NO	NO	Faecalibacterium prausnitzii	54.00	0.00	54.00	100.00	624.00	183.26	0	0	0	0	N/A	N/A		624	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
FosX	3000198	protein homolog model	Resistomes & Variants	1	86.47	NO	NO	Listeria innocua	1.00	0.00	1.00	6.47	26.00	34.00	0	0	0	0	N/A	N/A		402	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
macB	3000535	protein homolog model	Resistomes & Variants	1	100.0	YES	NO	Neisseria gonorrhoeae	97.00	0.00	97.00	35.45	686.00	80.42	0	0	0	0	N/A	N/A		1935	ATP-binding cassette (ABC) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
sepA	3007012	protein homolog model	Resistomes & Variants	6	68.18 - 96.23	YES	NO	Staphylococcus saprophyticus; Staphylococcus warneri; Staphylococcus epidermidis; Staphylococcus aureus	17.00	0.00	17.00	8.80	32.17	46.80	0	0	0	0	N/A	N/A		459; 468; 291; 321; 468; 468	small multidrug resistance (SMR) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
QnrS2	3002791	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Escherichia albertii	8.00	0.00	8.00	54.90	392.00	165.88	0	0	0	0	N/A	N/A		714	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
lin	3004651	protein homolog model	Resistomes & Variants	1	98.28	NO	NO	Listeria monocytogenes	4.00	0.00	4.00	3.12	49.00	56.00	0	0	0	0	N/A	N/A		1572	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
aadS	3004683	protein homolog model	Resistomes & Variants	1	95.82	NO	NO	Riemerella anatipestifer	2.00	0.00	2.00	15.77	159.00	169.00	0	0	0	0	N/A	N/A		1008	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation
mreA	3007050	protein homolog model	Resistomes & Variants	1	73.2	NO	NO	Streptococcus iniae	1.00	0.00	1.00	2.57	24.00	68.00	0	0	0	0	N/A	N/A		933	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
dfrG	3002868	protein homolog model	Resistomes & Variants	2	99.39 - 100.0	YES	NO	Enterococcus faecium; Streptococcus suis; Staphylococcus aureus	3.00	0.00	3.00	9.97	49.50	45.50	0	0	0	0	N/A	N/A		498; 492	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
FosI	3007370	protein homolog model	Resistomes & Variants	1	43.93	NO	NO	Enterococcus faecium	1.00	0.00	1.00	8.44	38.00	140.00	0	0	0	0	N/A	N/A		450	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
clcD	3004599	protein homolog model	Resistomes & Variants	1	99.71	YES	YES	Enterococcus faecium; Staphylococcus aureus	6.00	0.00	6.00	43.33	455.00	190.67	0	0	0	0	N/A	N/A		1050	Cfr 23S ribosomal RNA methyltransferase	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target alteration
vanR gene in vanA cluster	3002919	protein homolog model	Resistomes & Variants	1	99.57	NO	NO	Enterococcus faecium	4.00	0.00	4.00	10.06	70.00	79.75	0	0	0	0	N/A	N/A		696	glycopeptide resistance gene cluster; vanR	glycopeptide antibiotic	antibiotic target alteration
ErmT	3000595	protein homolog model	Resistomes & Variants	2	97.93 - 99.13	YES	NO	Enterococcus faecium; Lactobacillus crispatus	6.00	0.00	6.00	11.00	84.00	102.25	0	0	0	0	N/A	N/A		771; 738	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
mef(H)	3007047	protein homolog model	Resistomes & Variants	2	99.08 - 100.0	NO	NO	Enterococcus faecium	3.00	0.00	3.00	13.91	89.50	177.50	0	0	0	0	N/A	N/A		1233; 330	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
vanX gene in vanD cluster	3003070	protein homolog model	Resistomes & Variants	1	87.62	YES	NO	Enterococcus faecium	3.00	0.00	3.00	8.70	53.00	67.67	0	0	0	0	N/A	N/A		609	vanX; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
vanXY gene in vanG cluster	3003069	protein homolog model	Resistomes & Variants	3	45.6 - 100.0	NO	NO	Ruthenibacterium lactatiformans; Streptococcus suis	12.00	0.00	12.00	27.69	196.00	124.93	0	0	0	0	N/A	N/A		753; 753; 393	glycopeptide resistance gene cluster; vanXY	glycopeptide antibiotic	antibiotic target alteration
ACT-32	3001852	protein homolog model	Resistomes & Variants	1	99.73	NO	NO	Enterobacter hormaechei	2.00	0.00	2.00	10.80	126.00	96.00	0	0	0	0	N/A	N/A		1167	ACT beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
ACT-84	3006278	protein homolog model	Resistomes & Variants	2	99.74	NO	NO	Enterobacter hormaechei	11.00	0.00	11.00	36.58	456.50	185.06	0	0	0	0	N/A	N/A		1248; 1248	ACT beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
MCR-9.1	3004684	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Enterobacter hormaechei	23.00	0.00	23.00	72.85	1261.00	166.74	0	0	0	0	N/A	N/A		1731	MCR phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
aadA10	3004692	protein homolog model	Resistomes & Variants	1	99.63	NO	NO	Enterobacter hormaechei	35.00	0.00	35.00	17.61	159.00	159.74	0	0	0	0	N/A	N/A		903	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
ACT-45	3006240	protein homolog model	Resistomes & Variants	1	99.48	NO	NO	Enterobacter hormaechei	4.00	0.00	4.00	34.70	433.00	187.00	0	0	0	0	N/A	N/A		1248	ACT beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
arr-3	3002848	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Enterobacter hormaechei	2.00	0.00	2.00	26.47	162.00	169.00	0	0	0	0	N/A	N/A		612	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
QnrA1	3002707	protein homolog model	Resistomes & Variants	1	99.54	NO	NO	Enterobacter hormaechei	6.00	0.00	6.00	7.15	47.00	67.00	0	0	0	0	N/A	N/A		657	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
ACT-41	3006236	protein homolog model	Resistomes & Variants	1	98.95	NO	NO	Enterobacter hormaechei	2.00	0.00	2.00	14.40	165.00	175.50	0	0	0	0	N/A	N/A		1146	ACT beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
ACT-74	3006268	protein homolog model	Resistomes & Variants	1	99.74	YES	NO	Enterobacter hormaechei	1.00	0.00	1.00	9.54	119.00	184.00	0	0	0	0	N/A	N/A		1248	ACT beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
OXA-22	3001417	protein homolog model	Resistomes & Variants	1	95.99	NO	NO	Ralstonia pickettii	2.00	0.00	2.00	17.33	143.00	112.50	0	0	0	0	N/A	N/A		825	OXA beta-lactamase; OXA-22-like beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
msrF	3005087	protein homolog model	Resistomes & Variants	1	97.74	YES	NO	Macrococcus canis	10.00	0.00	10.00	26.15	382.00	66.00	0	0	0	0	N/A	N/A		1461	msr-type ABC-F protein	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection
mecB	3003440	protein homolog model	Resistomes & Variants	1	98.52	YES	NO	Macrococcus canis	7.00	0.00	7.00	8.59	174.00	78.29	0	0	0	0	N/A	N/A		2025	methicillin resistant PBP2	penicillin beta-lactam	antibiotic target replacement
msrH	3005088	protein homolog model	Resistomes & Variants	1	99.59	YES	NO	Macrococcus canis	2.00	0.00	2.00	1.98	29.00	34.00	0	0	0	0	N/A	N/A		1461	msr-type ABC-F protein	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection
nimE	3007107	protein homolog model	Resistomes & Variants	1	85.8	NO	NO	Phocaeicola dorei	1.00	0.00	1.00	5.32	26.00	34.00	0	0	0	0	N/A	N/A		489	nitroimidazole reductase	nitroimidazole antibiotic	antibiotic inactivation
CblA-1	3002999	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Phocaeicola dorei	37.00	0.00	37.00	93.83	836.00	177.46	0	0	0	0	N/A	N/A		891	CblA beta-lactamase	cephalosporin	antibiotic inactivation
AAC(6')-Ib9	3002580	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella michiganensis	10.00	0.00	10.00	49.14	513.00	165.30	0	0	0	0	N/A	N/A		1044	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
OXY-5-1	3002411	protein homolog model	Resistomes & Variants	1	97.92	YES	NO	Klebsiella michiganensis	1.00	0.00	1.00	2.68	25.00	57.00	0	0	0	0	N/A	N/A		933	OXY beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
QnrD2	3002789	protein homolog model	Resistomes & Variants	1	98.12	NO	NO	Proteus mirabilis	2.00	0.00	2.00	24.41	156.00	142.00	0	0	0	0	N/A	N/A		639	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
RbpA	3000245	protein homolog model	Resistomes & Variants	1	89.19	YES	NO	Mycobacterium lepromatosis	1.00	0.00	1.00	5.06	17.00	23.00	0	0	0	0	N/A	N/A		336	RbpA bacterial RNA polymerase-binding protein	rifamycin antibiotic	antibiotic target protection
fusB	3003552	protein homolog model	Resistomes & Variants	2	100.0	NO	NO	Staphylococcus haemolyticus; Staphylococcus epidermidis	4.00	0.00	4.00	7.23	42.00	48.75	0	0	0	0	N/A	N/A		642; 423	Target protecting FusB-type protein conferring resistance to Fusidic acid	fusidane antibiotic	antibiotic target protection
rpoB2	3000501	protein homolog model	Resistomes & Variants	3	96.66 - 99.91	YES	YES	Nocardia farcinica	72.00	0.00	72.00	16.79	601.33	119.35	0	0	0	0	N/A	N/A		3594; 3582; 3582	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement
Streptomyces rimosus otr(A)	3002891	protein homolog model	Resistomes & Variants	1	45.52	NO	NO	Rhizobium leguminosarum	3.00	0.00	3.00	5.02	98.00	102.67	0	0	0	0	N/A	N/A		1953	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
PC1 beta-lactamase (blaZ)	3000621	protein homolog model	Resistomes & Variants	2	94.66 - 96.0	NO	NO	Staphylococcus epidermidis; Staphylococcus aureus	4.00	0.00	4.00	9.50	81.00	62.66	0	0	0	0	N/A	N/A		846; 897	BlaZ beta-lactamase	penicillin beta-lactam	antibiotic inactivation
vgaB	3000118	protein homolog model	Resistomes & Variants	1	100.0	YES	NO	Staphylococcus aureus; Staphylococcus epidermidis	5.00	0.00	5.00	10.85	180.00	58.60	0	0	0	0	N/A	N/A		1659	vga-type ABC-F protein	streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic	antibiotic target protection
vanH gene in vanA cluster	3002942	protein homolog model	Resistomes & Variants	1	38.06	NO	NO	Pseudomonas fluorescens	1.00	0.00	1.00	7.15	71.00	146.00	0	0	0	0	N/A	N/A		993	vanH; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
OKP-B-6	3002439	protein homolog model	Resistomes & Variants	2	99.65 - 100.0	NO	NO	Klebsiella quasipneumoniae	23.00	0.00	23.00	46.88	601.00	140.80	0	0	0	0	N/A	N/A		861; 1653	OKP beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
PRC-1	3007085	protein homolog model	Resistomes & Variants	1	91.56	NO	NO	Pseudomonas mendocina	5.00	0.00	5.00	5.96	68.00	67.60	0	0	0	0	N/A	N/A		1140	PRC beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
tet(O/W/32/O)	3007122	protein homolog model	Resistomes & Variants	1	98.12	YES	NO	Streptococcus suis	22.00	0.00	22.00	9.01	173.00	145.95	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
lsaE	3003206	protein homolog model	Resistomes & Variants	1	99.6	NO	NO	Streptococcus suis	3.00	0.00	3.00	3.70	55.00	67.67	0	0	0	0	N/A	N/A		1485	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic	antibiotic target protection
ANT(6)-Ia	3002626	protein homolog model	Resistomes & Variants	4	83.97 - 100.0	NO	NO	Streptococcus suis; Campylobacter jejuni; Enterococcus faecalis	269.00	0.00	269.00	45.89	195.25	144.40	0	0	0	0	N/A	N/A		864; 231; 522; 714	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation
arnA	3002985	protein homolog model	Resistomes & Variants	5	98.63 - 99.55	YES	NO	Pseudomonas aeruginosa	79.00	0.00	79.00	15.27	403.20	120.42	0	0	0	0	N/A	N/A		2742; 4518; 1989; 1989; 1989	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
MuxB	3004074	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Pseudomonas aeruginosa	6.00	0.00	6.00	5.91	185.00	148.67	0	0	0	0	N/A	N/A		3132	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux
AAC(3)-IIb	3002534	protein homolog model	Resistomes & Variants	1	74.91	NO	NO	Pseudomonas aeruginosa	137.00	0.00	137.00	41.39	848.00	98.34	0	0	0	0	N/A	N/A		2049	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
MuxC	3004075	protein homolog model	Resistomes & Variants	2	98.84 - 99.9	NO	NO	Pseudomonas aeruginosa	21.00	0.00	21.00	12.64	596.00	117.55	0	0	0	0	N/A	N/A		3111; 6237	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux
Pseudomonas aeruginosa catB7	3002679	protein homolog model	Resistomes & Variants	2	96.7 - 98.58	YES	NO	Pseudomonas aeruginosa	5.00	0.00	5.00	15.50	99.00	93.75	0	0	0	0	N/A	N/A		639; 639	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
farB	3003962	protein homolog model	Resistomes & Variants	1	98.23	YES	NO	Neisseria meningitidis	1.00	0.00	1.00	1.42	22.00	34.00	0	0	0	0	N/A	N/A		1551	major facilitator superfamily (MFS) antibiotic efflux pump	antibacterial free fatty acids	antibiotic efflux
smeS	3003067	protein homolog model	Resistomes & Variants	1	99.57	NO	NO	Stenotrophomonas maltophilia	22.00	0.00	22.00	12.27	187.00	81.41	0	0	0	0	N/A	N/A		1524	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; cephalosporin; penicillin beta-lactam	antibiotic efflux
smeR	3003066	protein homolog model	Resistomes & Variants	1	96.05	NO	NO	Stenotrophomonas maltophilia	4.00	0.00	4.00	25.96	183.00	125.50	0	0	0	0	N/A	N/A		705	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; cephalosporin; penicillin beta-lactam	antibiotic efflux
lsaD	3005121	protein homolog model	Resistomes & Variants	1	94.16	YES	NO	Lactococcus garvieae	2.00	0.00	2.00	15.93	238.00	191.00	0	0	0	0	N/A	N/A		1494	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic	antibiotic target protection
lnuD	3002838	protein homolog model	Resistomes & Variants	1	99.39	NO	NO	Streptococcus uberis	7.00	0.00	7.00	19.39	96.00	62.86	0	0	0	0	N/A	N/A		495	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
mef(J)	3007049	protein homolog model	Resistomes & Variants	1	99.75	NO	NO	Streptococcus uberis	1.00	0.00	1.00	1.40	17.00	23.00	0	0	0	0	N/A	N/A		1212	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
salD	3007028	protein homolog model	Resistomes & Variants	1	60.71	YES	NO	Staphylococcus equorum	1.00	0.00	1.00	1.81	20.00	46.00	0	0	0	0	N/A	N/A		1107	sal-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic	antibiotic target protection
SAT-4	3002897	protein homolog model	Resistomes & Variants	1	97.81	NO	NO	Enterococcus faecalis	3.00	0.00	3.00	46.38	256.00	182.00	0	0	0	0	N/A	N/A		552	streptothricin acetyltransferase (SAT)	nucleoside antibiotic	antibiotic inactivation
tet(S)	3000192	protein homolog model	Resistomes & Variants	1	99.69	NO	NO	Enterococcus faecalis	9.00	0.00	9.00	40.80	792.00	173.56	0	0	0	0	N/A	N/A		1941	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
dfrA27	3004550	protein homolog model	Resistomes & Variants	1	99.36	NO	NO	Laribacter hongkongensis	5.00	0.00	5.00	49.45	313.00	119.00	0	0	0	0	N/A	N/A		633	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
mecR1	3000215	protein homolog model	Resistomes & Variants	1	99.83	NO	NO	Staphylococcus aureus	24.00	0.00	24.00	4.78	84.00	67.67	0	0	0	0	N/A	N/A		1758	methicillin resistant PBP2	penicillin beta-lactam	antibiotic target replacement
