ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
Nocardia farcinica rox	3007210	protein homolog model	Resistomes & Variants	1	72.88	YES	NO	Mycolicibacterium fortuitum	1.00	0.00	1.00	1.18	17.00	23.00	0	0	0	0	N/A	N/A		1443	rifampin monooxygenase	rifamycin antibiotic	antibiotic inactivation
FPH-1	3004795	protein homolog model	Resistomes & Variants	2	93.99 - 96.11	NO	NO	Francisella philomiragia	3.00	0.00	3.00	7.82	68.00	48.25	0	0	0	0	N/A	N/A		870; 870	FPH beta-lactamase	penicillin beta-lactam	antibiotic inactivation
lsaE	3003206	protein homolog model	Resistomes & Variants	2	99.8	NO	NO	Streptococcus suis; Staphylococcus aureus	16.00	0.00	16.00	46.73	694.00	170.38	0	0	0	0	N/A	N/A		1485; 1485	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic	antibiotic target protection
ANT(6)-Ia	3002626	protein homolog model	Resistomes & Variants	4	99.29 - 100.0	NO	NO	Streptococcus suis; Campylobacter jejuni; Enterococcus faecalis	111.00	0.00	111.00	49.45	240.25	121.81	0	0	0	0	N/A	N/A		852; 864; 231; 522	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation
tet(O/W/32/O)	3007122	protein homolog model	Resistomes & Variants	2	98.12 - 98.44	YES	NO	Streptococcus suis; Enterococcus faecalis	46.00	0.00	46.00	20.73	398.00	167.20	0	0	0	0	N/A	N/A		1920; 1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
dfrG	3002868	protein homolog model	Resistomes & Variants	2	99.39 - 100.0	YES	NO	Streptococcus suis; Staphylococcus aureus	8.00	0.00	8.00	24.45	121.50	70.23	0	0	0	0	N/A	N/A		498; 492	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
cprR	3005063	protein homolog model	Resistomes & Variants	1	98.65	YES	NO	Pseudomonas aeruginosa	6.00	0.00	6.00	24.11	162.00	94.00	0	0	0	0	N/A	N/A		672	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration; antibiotic efflux
AAC(3)-IIb	3002534	protein homolog model	Resistomes & Variants	1	74.91	NO	NO	Pseudomonas aeruginosa	64.00	0.00	64.00	37.58	770.00	102.84	0	0	0	0	N/A	N/A		2049	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
ParS	3005067	protein homolog model	Resistomes & Variants	1	99.53	YES	NO	Pseudomonas aeruginosa	2.00	0.00	2.00	2.41	31.00	56.00	0	0	0	0	N/A	N/A		1287	resistance-nodulation-cell division (RND) antibiotic efflux pump; Outer Membrane Porin (Opr)	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic
MuxC	3004075	protein homolog model	Resistomes & Variants	1	99.9	NO	NO	Pseudomonas aeruginosa	6.00	0.00	6.00	5.74	358.00	41.67	0	0	0	0	N/A	N/A		6237	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux
AAC(6')-Iz	3002570	protein homolog model	Resistomes & Variants	1	90.67	NO	NO	Stenotrophomonas maltophilia	4.00	0.00	4.00	13.25	62.00	56.50	0	0	0	0	N/A	N/A		468	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
FosB4	3004671	protein homolog model	Resistomes & Variants	1	98.56	NO	NO	Staphylococcus capitis	2.00	0.00	2.00	13.16	60.00	51.00	0	0	0	0	N/A	N/A		456	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
mreA	3007050	protein homolog model	Resistomes & Variants	1	72.61	NO	NO	Streptococcus uberis	1.00	0.00	1.00	2.12	20.00	34.00	0	0	0	0	N/A	N/A		942	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
salD	3007028	protein homolog model	Resistomes & Variants	1	63.24	YES	NO	Staphylococcus equorum	2.00	0.00	2.00	2.76	45.00	45.00	0	0	0	0	N/A	N/A		1632	sal-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic	antibiotic target protection
LpsA	3005052	protein homolog model	Resistomes & Variants	1	98.43	NO	NO	Haemophilus influenzae	2.00	0.00	2.00	12.14	110.00	0.00	0	0	0	0	N/A	N/A		906	Intrinsic peptide antibiotic resistant Lps	peptide antibiotic	reduced permeability to antibiotic
efrA	3003948	protein homolog model	Resistomes & Variants	3	99.3 - 99.65	YES	NO	Enterococcus faecalis	47.00	0.00	47.00	22.70	391.33	113.69	0	0	0	0	N/A	N/A		1728; 1719; 1719	ATP-binding cassette (ABC) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux
cfr(D)	3005021	protein homolog model	Resistomes & Variants	1	99.72	NO	NO	Enterococcus faecalis	2.00	0.00	2.00	16.24	210.00	132.00	0	0	0	0	N/A	N/A		1293	Cfr 23S ribosomal RNA methyltransferase	lincosamide antibiotic; streptogramin antibiotic; oxazolidinone antibiotic; glycopeptide antibiotic; phenicol antibiotic	antibiotic target alteration
dfrE	3002875	protein homolog model	Resistomes & Variants	1	97.56	NO	NO	Enterococcus faecalis	1.00	0.00	1.00	23.84	118.00	191.00	0	0	0	0	N/A	N/A		495	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
lsaA	3000300	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Enterococcus faecalis	6.00	0.00	6.00	31.06	465.00	152.50	0	0	0	0	N/A	N/A		1497	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic; pleuromutilin antibiotic	antibiotic target protection
RlmA(II)	3001301	protein homolog model	Resistomes & Variants	1	99.65	NO	NO	Streptococcus pneumoniae	1.00	0.00	1.00	13.55	115.00	53.00	0	0	0	0	N/A	N/A		849	non-erm 23S ribosomal RNA methyltransferase (G748)	macrolide antibiotic; lincosamide antibiotic	antibiotic target alteration
ANT(9)-Ib	3007401	protein homolog model	Resistomes & Variants	1	99.2	YES	NO	Streptococcus pneumoniae	1.00	0.00	1.00	4.52	34.00	34.00	0	0	0	0	N/A	N/A		753	ANT(9)	aminoglycoside antibiotic	antibiotic inactivation
ANT(9)-Ia	3002630	protein homolog model	Resistomes & Variants	1	99.62	NO	NO	Staphylococcus aureus	6.00	0.00	6.00	28.99	227.00	96.33	0	0	0	0	N/A	N/A		783	ANT(9)	aminoglycoside antibiotic	antibiotic inactivation
mecR1	3000215	protein homolog model	Resistomes & Variants	1	99.83	NO	NO	Staphylococcus aureus	38.00	0.00	38.00	5.01	88.00	63.66	0	0	0	0	N/A	N/A		1758	methicillin resistant PBP2	penicillin beta-lactam	antibiotic target replacement
MecC-type methicillin resistance repressor MecI	3005046	protein homolog model	Resistomes & Variants	1	99.19	NO	NO	Staphylococcus aureus	4.00	0.00	4.00	10.67	40.00	42.50	0	0	0	0	N/A	N/A		375	methicillin resistant PBP2	penicillin beta-lactam	antibiotic target replacement
arlS	3000839	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Staphylococcus aureus	1.00	0.00	1.00	1.25	17.00	23.00	0	0	0	0	N/A	N/A		1356	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux
Staphylococcus aureus FosB	3004661	protein homolog model	Resistomes & Variants	1	99.28	NO	NO	Staphylococcus aureus	12.00	0.00	12.00	19.48	97.00	90.33	0	0	0	0	N/A	N/A		498	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
mecI	3000124	protein homolog model	Resistomes & Variants	2	99.12 - 100.0	NO	NO	Staphylococcus aureus	2.00	0.00	2.00	7.75	20.50	39.50	0	0	0	0	N/A	N/A		345; 204	methicillin resistant PBP2	penicillin beta-lactam	antibiotic target replacement
spd	3002631	protein homolog model	Resistomes & Variants	1	98.44	NO	NO	Staphylococcus aureus	14.00	0.00	14.00	24.80	189.00	81.29	0	0	0	0	N/A	N/A		762	ANT(9)	aminoglycoside antibiotic	antibiotic inactivation
ErmC	3000250	protein homolog model	Resistomes & Variants	1	99.18	NO	NO	Staphylococcus aureus	3.00	0.00	3.00	5.76	47.00	138.00	0	0	0	0	N/A	N/A		816	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
Staphylococcus aureus LmrS	3004572	protein homolog model	Resistomes & Variants	1	96.46	NO	NO	Staphylococcus aureus	28.00	0.00	28.00	3.73	54.00	43.89	0	0	0	0	N/A	N/A		1446	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; aminoglycoside antibiotic; oxazolidinone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
Staphylococcus aureus norA	3004667	protein homolog model	Resistomes & Variants	1	99.74	NO	NO	Staphylococcus aureus	1.00	0.00	1.00	2.06	24.00	34.00	0	0	0	0	N/A	N/A		1167	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
tet(D)	3000168	protein homolog model	Resistomes & Variants	1	53.12	NO	NO	Rhodobacteraceae bacterium	1.00	0.00	1.00	3.32	39.00	95.00	0	0	0	0	N/A	N/A		1176	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
TEM-71	3000937	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Xanthomonas oryzae	2.00	0.00	2.00	20.40	131.00	125.00	0	0	0	0	N/A	N/A		642	TEM beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
